Issue key,Issue id,Issue Type,Resolved,Custom field (Story Points)
SEP-13006,104846,Bug,12.04.22 09:09,2.0
SEP-12164,96214,Task,12.04.22 09:13,3.0
SEP-12867,103718,Task,13.04.22 09:47,1.0
SEP-12166,96216,Task,14.04.22 09:21,5.0
SEP-12636,101454,Bug,20.04.22 09:21,3.0
SEP-13053,105699,Bug,20.04.22 09:22,1.0
SEP-12914,104123,Bug,20.04.22 09:23,2.0
SEP-13020,105078,Bug,20.04.22 09:23,0.5
SEP-12146,96196,Story,22.04.22 09:06,2.0
SEP-12848,103536,Story,25.04.22 09:13,5.0
SEP-13033,105240,Bug,25.04.22 09:14,1.0
SEP-13108,106233,Bug,25.04.22 09:14,0.5
SEP-13081,106008,Bug,25.04.22 09:14,1.0
SEP-12658,101731,Bug,26.04.22 09:17,0.5
SEP-13013,104912,Bug,26.04.22 09:17,3.0
SEP-13046,105669,Task,27.04.22 13:54,5.0
SEP-13148,106755,Bug,04.05.22 09:15,3.0
SEP-13152,106765,Bug,04.05.22 09:16,1.0
SEP-13159,106808,Bug,04.05.22 09:16,
SEP-13107,106227,Bug,04.05.22 09:16,
SEP-13185,107080,Bug,04.05.22 09:17,2.0
SEP-12641,101590,Bug,05.05.22 09:23,2.0
SEP-13122,106355,Bug,05.05.22 09:23,0.5
SEP-13172,106973,Bug,05.05.22 09:24,0.5
SEP-13064,105813,Story,06.05.22 09:15,1.0
SEP-13207,107457,Bug,06.05.22 09:16,1.0
SEP-10972,78729,Story,09.05.22 08:25,1.0
SEP-13233,107696,Bug,10.05.22 09:12,1.0
SEP-13041,105515,Story,11.05.22 09:14,3.0
SEP-13187,107084,Bug,11.05.22 09:14,2.0
SEP-13135,106464,Bug,11.05.22 10:21,5.0
SEP-6878,51218,Story,11.05.22 10:21,2.0
SEP-12875,103793,Story,11.05.22 10:22,2.0
SEP-13173,106974,Bug,11.05.22 10:22,
SEP-13091,106072,Bug,11.05.22 10:22,1.0
SEP-13161,106830,Task,11.05.22 10:24,5.0
SEP-13074,105860,Bug,12.05.22 09:04,2.0
SEP-13261,107875,Bug,13.05.22 09:15,1.0
SEP-13236,107701,Bug,17.05.22 09:09,1.0
SEP-13177,106984,Bug,17.05.22 09:09,0.5
SEP-13326,108984,Bug,17.05.22 09:16,1.0
SEP-13331,109001,Bug,17.05.22 09:17,0.5
SEP-13076,105967,Bug,17.05.22 09:17,0.5
SEP-12468,99878,Bug,17.05.22 09:17,1.0
SEP-13302,108559,Bug,17.05.22 09:17,0.5
SEP-13087,106022,Bug,17.05.22 09:18,
SEP-11984,94828,Bug,19.05.22 09:15,1.0
SEP-10125,69298,Story,19.05.22 09:44,
SEP-13089,106070,Bug,20.05.22 09:12,1.0
SEP-12541,100648,Bug,23.05.22 09:12,1.0
SEP-10543,74422,Bug,24.05.22 09:13,1.0
SEP-13298,108484,Task,25.05.22 09:07,5.0
SEP-10079,68784,Story,25.05.22 09:11,
SEP-13365,109275,Bug,25.05.22 09:28,3.0
SEP-13345,109112,Story,25.05.22 09:28,1.0
SEP-13560,110264,Bug,31.05.22 09:04,0.5
SEP-10181,70506,Story,31.05.22 09:05,2.0
SEP-13096,106094,Bug,31.05.22 09:10,2.0
SEP-13381,109440,Bug,31.05.22 09:10,0.5
SEP-13621,110888,Task,03.06.22 16:38,
SEP-13634,111094,Bug,07.06.22 16:06,
SEP-13627,111052,Task,08.06.22 07:37,
SEP-13606,110447,Bug,08.06.22 09:13,1.0
SEP-13575,110368,Bug,08.06.22 09:15,1.0
SEP-8297,56281,Bug,08.06.22 09:16,1.0
SEP-13287,108220,Bug,08.06.22 09:16,2.0
SEP-13573,110364,Bug,08.06.22 09:16,1.0
SEP-13617,110782,Bug,08.06.22 09:17,1.0
SEP-13637,111141,Task,08.06.22 09:54,
SEP-13639,111165,Task,08.06.22 10:44,
SEP-13624,111048,Bug,09.06.22 09:05,1.0
SEP-13630,111061,Task,09.06.22 09:07,
SEP-13037,105485,Bug,09.06.22 09:10,3.0
SEP-13564,110274,Bug,09.06.22 09:10,1.0
SEP-12930,104354,Story,09.06.22 09:16,2.0
SEP-13635,111126,Bug,09.06.22 09:16,1.0
SEP-13141,106695,Task,10.06.22 09:01,8.0
SEP-13660,111211,Task,13.06.22 09:04,
SEP-12102,95996,Story,13.06.22 09:06,5.0
SEP-13655,111190,Task,14.06.22 09:06,0.5
SEP-13678,111370,Task,14.06.22 09:09,0.5
SEP-13693,111478,Task,15.06.22 09:08,1.0
SEP-13681,111373,Task,15.06.22 09:14,0.5
SEP-13701,111637,Task,21.06.22 09:09,0.5
SEP-13684,111440,Bug,23.06.22 09:11,3.0
SEP-13724,112002,Bug,24.06.22 09:08,0.5
SEP-13729,112027,Bug,24.06.22 11:48,1.0
SEP-13749,112309,Task,28.06.22 09:04,0.5
SEP-13671,111302,Bug,28.06.22 09:05,0.5
SEP-13758,112364,Task,28.06.22 09:06,0.5
SEP-13550,109951,Task,28.06.22 09:10,1.0
SEP-13722,112000,Bug,01.07.22 09:08,3.0
SEP-13774,112603,Bug,01.07.22 09:10,0.5
SEP-13776,112606,Bug,01.07.22 09:11,1.0
SEP-13752,112320,Bug,01.07.22 09:12,3.0
SEP-12178,96232,Story,05.07.22 09:05,13.0
SEP-13794,112816,Task,07.07.22 09:02,2.0
SEP-13785,112688,Bug,07.07.22 09:02,1.0
SEP-13716,111973,Task,07.07.22 09:02,0.5
SEP-7648,53813,Story,07.07.22 09:04,3.0
SEP-13351,109170,Story,07.07.22 09:05,2.0
SEP-13558,110198,Bug,07.07.22 09:05,1.0
SEP-13016,105051,Task,07.07.22 09:06,0.5
SEP-13783,112684,Bug,07.07.22 09:06,0.5
SEP-13104,106172,Bug,07.07.22 09:16,2.0
SEP-13819,113061,Bug,07.07.22 09:17,2.0
SEP-13686,111447,Bug,07.07.22 09:17,1.0
SEP-13711,111910,Bug,07.07.22 09:17,1.0
SEP-13713,111912,Bug,07.07.22 09:17,0.5
SEP-13553,110049,Bug,12.07.22 09:02,
SEP-13641,111167,Task,12.07.22 09:03,3.0
SEP-13854,113261,Bug,12.07.22 09:03,0.5
SEP-13649,111181,Task,14.07.22 10:35,
SEP-12926,104317,Bug,15.07.22 09:13,3.0
SEP-13788,112695,Bug,15.07.22 09:14,
SEP-13850,113240,Task,15.07.22 09:14,3.0
SEP-13538,109691,Task,15.07.22 10:03,0.5
SEP-13763,112415,Task,18.07.22 09:06,2.0
SEP-13873,113415,Bug,21.07.22 09:10,2.0
SEP-13878,113462,Task,21.07.22 09:12,1.0
SEP-13863,113316,Task,21.07.22 09:12,2.0
SEP-13822,113080,Bug,21.07.22 09:13,3.0
